T_star,T_k,Var_star,Var_k,PT_star,PT_k,PoR,VarRed,PTgain
1951.1699999999998,2153.885,266123.327,117581.48162500001,2799.778493915289,2717.9580704565597,0.10389407381212318,0.5581692031642156,0.029223891688770442
1191.285,1518.9599999999998,102027.741075,126048.723375,1716.727307054235,2102.9899621345076,0.2750601241516511,-0.23543579468590137,-0.22499942389980845
2621.12,2697.94,278644.81327499996,271200.06135,3489.4631527008673,3554.604546957929,0.029308082041264866,0.02671771219244845,-0.018668027546484264
1466.905,1482.6950000000002,84839.536925,78828.345825,1946.0478888207285,1944.5515518763327,0.010764159914923046,0.07085365288254719,0.0007689106485979446
1899.22,1899.22,199483.253525,199483.253525,2633.9353674178783,2633.9353674178783,0.0,0.0,0.0
3569.955,3748.2700000000004,511254.9540000001,336525.174075,4746.164457068702,4702.547493277664,0.04994880887854343,0.3417664289762561,0.009189939410143493
1934.8249999999998,1934.8249999999998,256168.54725,256168.54725,2767.410426891548,2767.410426891548,0.0,0.0,0.0
1820.305,1861.2749999999996,130643.18035,137856.193675,2414.8836004445575,2472.046893991031,0.02250721719711783,-0.055211556436975506,-0.023671241767491556
3829.7000000000003,3926.07,337421.54145,266533.312525,4785.2475533442785,4775.331918977569,0.02516385095438282,0.21008803593384218,0.0020721256854892203
1334.8049999999998,1382.065,156468.95462499998,81724.38815000001,1985.503780496103,1852.3290082375047,0.035405920715010974,0.4776958256935755,0.06707354252698673
2295.37,2435.0899999999997,341068.2471999999,301014.97650000005,3256.067248684194,3337.6164825939522,0.06087036076972332,0.1174347686388787,-0.025045316230097203
1443.5949999999998,1512.6549999999997,87859.25367499997,90408.467725,1931.1904644230108,2007.2736145663575,0.04783890218516963,-0.029014747375726735,-0.03939702041045362
1554.27,1645.1899999999998,152686.26500000004,221630.09042499997,2197.055228709112,2419.616604296566,0.05849691495042679,-0.4515391441725287,-0.10129985476888581
2486.09,2664.69,262975.70815,275763.24492500006,3329.665035575736,3528.531556564729,0.0718397161808301,-0.048626304174475665,-0.05972568377425585
1932.855,1932.855,118713.88047499998,118713.88047499998,2499.6377876818083,2499.6377876818083,0.0,0.0,0.0
2274.735,2348.835,129498.115575,123260.95467499999,2866.7021766228595,2926.370474992157,0.032575223047959394,0.04816410549532446,-0.020814264856627115
1139.67,1242.365,88934.64735,63484.07579999999,1630.240462925851,1656.8399645234258,0.09010941763843913,0.28617161374509015,-0.01631630560183477
2336.805,2546.52,210466.68004999997,149636.57095,3091.4758540034527,3182.853483249918,0.08974433039984088,0.28902489023701394,-0.029557930762464674
2778.34,2958.2999999999997,171756.86745000002,124516.32657499998,3460.086563791404,3538.76902813166,0.06477249004801412,0.2750430977017684,-0.02274002771018521
1988.955,2069.2850000000003,197581.437975,168843.88942500006,2720.1596982181522,2745.2256674267246,0.040388042967287034,0.14544660087774086,-0.009214888826193512
2351.4300000000003,2351.4300000000003,142723.13925,142723.13925,2972.889880353496,2972.889880353496,0.0,0.0,0.0
3092.14,3216.2799999999997,483756.1973000001,234143.73475,4236.280010575075,4012.269195797825,0.040146953242738,0.5159881443238723,0.05287913315882072
3388.3,3436.2949999999996,340021.97514999995,242213.7798,4347.522583817374,4245.885355354666,0.01416492046158824,0.2876525710047184,0.023378194478167483
2976.0099999999998,2977.52,309241.04045,340597.51194999996,3890.7853748782873,3937.554052664018,0.0005073907681762556,-0.1013981567723703,-0.01202036948316475
1739.97,1739.97,114364.35102500001,114364.35102500001,2296.272788940003,2296.272788940003,0.0,0.0,0.0
1977.28,2051.245,145003.69997500003,136958.08275,2603.685329818361,2660.024102691254,0.03740744861628091,0.05548559951495835,-0.02163808822351946
